review_priority,review_reasons,source_locator,std_id,std_label,category,year,response_label,std_response_label,value,unit,base_n,multi_response,question_summary,section,subsection,prev_year_note,source,page_start,page_end,extraction_confidence,warning,figures,prev_value,yoy_delta,flag_jump,flag_mismatch,mismatch_verdict,mismatch_reason,sum_total,flag_sum_violation
medium,flag_sum_violation,2016년 친환경제품 및 정책 국민인지도 조사 보고서.pdf p.103,환경표지_전반신뢰도,환경표지 인증제품(제도) 전반 신뢰도,신뢰도,2016,매우 신뢰한다,매우 신뢰한다,12.4,%,1000,False,"환경마크 인증제품이 친환경적이라는 점을 얼마나 신뢰하는지에 대한 문항이며, 응답자 특성별 교차분석 표의 전체 기준 응답 분포를 읽음.",,"환경마크 인증제품이 친환경적이라는 점을 얼마나 신뢰하는지에 대한 문항이며, 응답자 특성별 교차분석 표의 전체 기준 응답 분포를 읽음.",,2016년 친환경제품 및 정책 국민인지도 조사 보고서.pdf,103,103,high,,,6.0,6.4,,,,,200.0,True
medium,flag_sum_violation,2016년 친환경제품 및 정책 국민인지도 조사 보고서.pdf p.103,환경표지_전반신뢰도,환경표지 인증제품(제도) 전반 신뢰도,신뢰도,2016,다소 신뢰한다,다소 신뢰한다,65.3,%,1000,False,"환경마크 인증제품이 친환경적이라는 점을 얼마나 신뢰하는지에 대한 문항이며, 응답자 특성별 교차분석 표의 전체 기준 응답 분포를 읽음.",,"환경마크 인증제품이 친환경적이라는 점을 얼마나 신뢰하는지에 대한 문항이며, 응답자 특성별 교차분석 표의 전체 기준 응답 분포를 읽음.",,2016년 친환경제품 및 정책 국민인지도 조사 보고서.pdf,103,103,high,,,,,,,,,200.0,True
medium,flag_sum_violation,2016년 친환경제품 및 정책 국민인지도 조사 보고서.pdf p.103,환경표지_전반신뢰도,환경표지 인증제품(제도) 전반 신뢰도,신뢰도,2016,별로 신뢰하지 않는다,별로 신뢰하지 않는다,21.8,%,1000,False,"환경마크 인증제품이 친환경적이라는 점을 얼마나 신뢰하는지에 대한 문항이며, 응답자 특성별 교차분석 표의 전체 기준 응답 분포를 읽음.",,"환경마크 인증제품이 친환경적이라는 점을 얼마나 신뢰하는지에 대한 문항이며, 응답자 특성별 교차분석 표의 전체 기준 응답 분포를 읽음.",,2016년 친환경제품 및 정책 국민인지도 조사 보고서.pdf,103,103,high,,,12.4,9.4,,,,,200.0,True
medium,flag_sum_violation,2016년 친환경제품 및 정책 국민인지도 조사 보고서.pdf p.103,환경표지_전반신뢰도,환경표지 인증제품(제도) 전반 신뢰도,신뢰도,2016,전혀 신뢰하지 않는다,전혀 신뢰하지 않는다,0.5,%,1000,False,"환경마크 인증제품이 친환경적이라는 점을 얼마나 신뢰하는지에 대한 문항이며, 응답자 특성별 교차분석 표의 전체 기준 응답 분포를 읽음.",,"환경마크 인증제품이 친환경적이라는 점을 얼마나 신뢰하는지에 대한 문항이며, 응답자 특성별 교차분석 표의 전체 기준 응답 분포를 읽음.",,2016년 친환경제품 및 정책 국민인지도 조사 보고서.pdf,103,103,high,,,0.7,-0.2,,,,,200.0,True
medium,flag_sum_violation,2016년 친환경제품 및 정책 국민인지도 조사 보고서.pdf p.103,환경표지_전반신뢰도,환경표지 인증제품(제도) 전반 신뢰도,신뢰도,2016,신뢰함,신뢰함,77.7,%,1000,False,"환경마크 인증제품이 친환경적이라는 점을 얼마나 신뢰하는지에 대한 문항이며, 응답자 특성별 교차분석 표의 전체 기준 응답 분포를 읽음.",,"환경마크 인증제품이 친환경적이라는 점을 얼마나 신뢰하는지에 대한 문항이며, 응답자 특성별 교차분석 표의 전체 기준 응답 분포를 읽음.",,2016년 친환경제품 및 정책 국민인지도 조사 보고서.pdf,103,103,high,,,88.0,-10.3,,,,,200.0,True
medium,flag_sum_violation,2016년 친환경제품 및 정책 국민인지도 조사 보고서.pdf p.103,환경표지_전반신뢰도,환경표지 인증제품(제도) 전반 신뢰도,신뢰도,2016,불신,불신,22.3,%,1000,False,"환경마크 인증제품이 친환경적이라는 점을 얼마나 신뢰하는지에 대한 문항이며, 응답자 특성별 교차분석 표의 전체 기준 응답 분포를 읽음.",,"환경마크 인증제품이 친환경적이라는 점을 얼마나 신뢰하는지에 대한 문항이며, 응답자 특성별 교차분석 표의 전체 기준 응답 분포를 읽음.",,2016년 친환경제품 및 정책 국민인지도 조사 보고서.pdf,103,103,high,,,,,,,,,200.0,True
medium,flag_sum_violation,2016년 친환경제품 및 정책 국민인지도 조사 보고서.pdf p.83,환경표지_환경영향최소화중요도,환경표지_환경영향최소화중요도,구매 의향,2016,매우 중요하게 고려,매우 중요하게 고려,30.3,%,499,False,환경마크 인증제품 구매 시 고려요인 중 ‘제품 생산 시 환경 영향 최소화’에 대한 전체 기준 응답 분포,,환경마크 인증제품 구매 시 고려요인 중 ‘제품 생산 시 환경 영향 최소화’에 대한 전체 기준 응답 분포,,2016년 친환경제품 및 정책 국민인지도 조사 보고서.pdf,83,83,high,,,,,,,,,200.0,True
medium,flag_sum_violation,2016년 친환경제품 및 정책 국민인지도 조사 보고서.pdf p.83,환경표지_환경영향최소화중요도,환경표지_환경영향최소화중요도,구매 의향,2016,다소 중요하게 고려,다소 중요하게 고려,51.3,%,499,False,환경마크 인증제품 구매 시 고려요인 중 ‘제품 생산 시 환경 영향 최소화’에 대한 전체 기준 응답 분포,,환경마크 인증제품 구매 시 고려요인 중 ‘제품 생산 시 환경 영향 최소화’에 대한 전체 기준 응답 분포,,2016년 친환경제품 및 정책 국민인지도 조사 보고서.pdf,83,83,high,,,,,,,,,200.0,True
medium,flag_sum_violation,2016년 친환경제품 및 정책 국민인지도 조사 보고서.pdf p.83,환경표지_환경영향최소화중요도,환경표지_환경영향최소화중요도,구매 의향,2016,보통임,보통임,15.0,%,499,False,환경마크 인증제품 구매 시 고려요인 중 ‘제품 생산 시 환경 영향 최소화’에 대한 전체 기준 응답 분포,,환경마크 인증제품 구매 시 고려요인 중 ‘제품 생산 시 환경 영향 최소화’에 대한 전체 기준 응답 분포,,2016년 친환경제품 및 정책 국민인지도 조사 보고서.pdf,83,83,high,,,,,,,,,200.0,True
medium,flag_sum_violation,2016년 친환경제품 및 정책 국민인지도 조사 보고서.pdf p.83,환경표지_환경영향최소화중요도,환경표지_환경영향최소화중요도,구매 의향,2016,별로 중요하게 고려하지 않음,별로 중요하게 고려하지 않음,2.6,%,499,False,환경마크 인증제품 구매 시 고려요인 중 ‘제품 생산 시 환경 영향 최소화’에 대한 전체 기준 응답 분포,,환경마크 인증제품 구매 시 고려요인 중 ‘제품 생산 시 환경 영향 최소화’에 대한 전체 기준 응답 분포,,2016년 친환경제품 및 정책 국민인지도 조사 보고서.pdf,83,83,high,,,,,,,,,200.0,True
medium,flag_sum_violation,2016년 친환경제품 및 정책 국민인지도 조사 보고서.pdf p.83,환경표지_환경영향최소화중요도,환경표지_환경영향최소화중요도,구매 의향,2016,전혀 중요하게 고려하지 않음,전혀 중요하게 고려하지 않음,0.8,%,499,False,환경마크 인증제품 구매 시 고려요인 중 ‘제품 생산 시 환경 영향 최소화’에 대한 전체 기준 응답 분포,,환경마크 인증제품 구매 시 고려요인 중 ‘제품 생산 시 환경 영향 최소화’에 대한 전체 기준 응답 분포,,2016년 친환경제품 및 정책 국민인지도 조사 보고서.pdf,83,83,high,,,,,,,,,200.0,True
medium,flag_sum_violation,2016년 친환경제품 및 정책 국민인지도 조사 보고서.pdf p.83,환경표지_환경영향최소화중요도,환경표지_환경영향최소화중요도,구매 의향,2016,고려,고려,81.6,%,499,False,환경마크 인증제품 구매 시 고려요인 중 ‘제품 생산 시 환경 영향 최소화’에 대한 전체 기준 응답 분포,,환경마크 인증제품 구매 시 고려요인 중 ‘제품 생산 시 환경 영향 최소화’에 대한 전체 기준 응답 분포,,2016년 친환경제품 및 정책 국민인지도 조사 보고서.pdf,83,83,high,,,,,,,,,200.0,True
medium,flag_sum_violation,2016년 친환경제품 및 정책 국민인지도 조사 보고서.pdf p.83,환경표지_환경영향최소화중요도,환경표지_환경영향최소화중요도,구매 의향,2016,보통,보통,15.0,%,499,False,환경마크 인증제품 구매 시 고려요인 중 ‘제품 생산 시 환경 영향 최소화’에 대한 전체 기준 응답 분포,,환경마크 인증제품 구매 시 고려요인 중 ‘제품 생산 시 환경 영향 최소화’에 대한 전체 기준 응답 분포,,2016년 친환경제품 및 정책 국민인지도 조사 보고서.pdf,83,83,high,,,,,,,,,200.0,True
medium,flag_sum_violation,2016년 친환경제품 및 정책 국민인지도 조사 보고서.pdf p.83,환경표지_환경영향최소화중요도,환경표지_환경영향최소화중요도,구매 의향,2016,고려 안함,고려 안함,3.4,%,499,False,환경마크 인증제품 구매 시 고려요인 중 ‘제품 생산 시 환경 영향 최소화’에 대한 전체 기준 응답 분포,,환경마크 인증제품 구매 시 고려요인 중 ‘제품 생산 시 환경 영향 최소화’에 대한 전체 기준 응답 분포,,2016년 친환경제품 및 정책 국민인지도 조사 보고서.pdf,83,83,high,,,,,,,,,200.0,True
medium,flag_sum_violation,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf p.126,그린카드_발급사용의향,그린카드 발급/사용 의향,구매 의향,2017,매우 있다,매우 있다,11.9,%,543,False,그린카드 발급/사용의향: 앞으로 ‘그린카드’를 발급받거나 발급받은 ‘그린카드’를 사용할 의향,,그린카드 발급/사용의향: 앞으로 ‘그린카드’를 발급받거나 발급받은 ‘그린카드’를 사용할 의향,,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf,126,126,high,,,2.3,9.6,,,,,200.1,True
medium,flag_sum_violation,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf p.126,그린카드_발급사용의향,그린카드 발급/사용 의향,구매 의향,2017,다소 있다,다소 있다,59.8,%,543,False,그린카드 발급/사용의향: 앞으로 ‘그린카드’를 발급받거나 발급받은 ‘그린카드’를 사용할 의향,,그린카드 발급/사용의향: 앞으로 ‘그린카드’를 발급받거나 발급받은 ‘그린카드’를 사용할 의향,,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf,126,126,high,,,54.2,5.6,,,,,200.1,True
medium,flag_sum_violation,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf p.126,그린카드_발급사용의향,그린카드 발급/사용 의향,구매 의향,2017,별로 없다,별로 없다,25.6,%,543,False,그린카드 발급/사용의향: 앞으로 ‘그린카드’를 발급받거나 발급받은 ‘그린카드’를 사용할 의향,,그린카드 발급/사용의향: 앞으로 ‘그린카드’를 발급받거나 발급받은 ‘그린카드’를 사용할 의향,,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf,126,126,high,,,41.2,-15.6,,,,,200.1,True
medium,flag_sum_violation,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf p.126,그린카드_발급사용의향,그린카드 발급/사용 의향,구매 의향,2017,전혀 없다,전혀 없다,2.8,%,543,False,그린카드 발급/사용의향: 앞으로 ‘그린카드’를 발급받거나 발급받은 ‘그린카드’를 사용할 의향,,그린카드 발급/사용의향: 앞으로 ‘그린카드’를 발급받거나 발급받은 ‘그린카드’를 사용할 의향,,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf,126,126,high,,,2.3,0.5,,,,,200.1,True
medium,flag_sum_violation,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf p.126,그린카드_발급사용의향,그린카드 발급/사용 의향,구매 의향,2017,있음,있음,71.7,%,543,False,그린카드 발급/사용의향: 앞으로 ‘그린카드’를 발급받거나 발급받은 ‘그린카드’를 사용할 의향,,그린카드 발급/사용의향: 앞으로 ‘그린카드’를 발급받거나 발급받은 ‘그린카드’를 사용할 의향,,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf,126,126,high,,,56.5,15.2,,,,,200.1,True
medium,flag_sum_violation,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf p.126,그린카드_발급사용의향,그린카드 발급/사용 의향,구매 의향,2017,없음,없음,28.3,%,543,False,그린카드 발급/사용의향: 앞으로 ‘그린카드’를 발급받거나 발급받은 ‘그린카드’를 사용할 의향,,그린카드 발급/사용의향: 앞으로 ‘그린카드’를 발급받거나 발급받은 ‘그린카드’를 사용할 의향,,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf,126,126,high,,,43.5,-15.2,,,,,200.1,True
medium,warning,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf p.113,그린카드_인지도,그린카드_인지도,,2017,전혀 모른다/처음본다,전혀 모른다/처음본다,38.2,%,1000,False,그린카드 인지도(‘그린카드(신용/체크카드)’를 알고 있는지),,그린카드 인지도(‘그린카드(신용/체크카드)’를 알고 있는지),,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf,113,113,high,"표 하단의 ‘인지 61.8%’는 Top3 기준 집계값으로, 보기 항목은 아니지만 문항 요약상 참고용으로 포함함.",,48.0,-9.8,,,,,99.9,
medium,warning,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf p.113,그린카드_인지도,그린카드_인지도,,2017,본 적은 있다,본 적은 있다,27.1,%,1000,False,그린카드 인지도(‘그린카드(신용/체크카드)’를 알고 있는지),,그린카드 인지도(‘그린카드(신용/체크카드)’를 알고 있는지),,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf,113,113,high,"표 하단의 ‘인지 61.8%’는 Top3 기준 집계값으로, 보기 항목은 아니지만 문항 요약상 참고용으로 포함함.",,,,,,,,99.9,
medium,warning,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf p.113,그린카드_인지도,그린카드_인지도,,2017,조금 알고 있다,조금 알고 있다,26.7,%,1000,False,그린카드 인지도(‘그린카드(신용/체크카드)’를 알고 있는지),,그린카드 인지도(‘그린카드(신용/체크카드)’를 알고 있는지),,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf,113,113,high,"표 하단의 ‘인지 61.8%’는 Top3 기준 집계값으로, 보기 항목은 아니지만 문항 요약상 참고용으로 포함함.",,15.0,11.7,,,,,99.9,
medium,warning,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf p.113,그린카드_인지도,그린카드_인지도,,2017,잘 알고 있다,잘 알고 있다,7.9,%,1000,False,그린카드 인지도(‘그린카드(신용/체크카드)’를 알고 있는지),,그린카드 인지도(‘그린카드(신용/체크카드)’를 알고 있는지),,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf,113,113,high,"표 하단의 ‘인지 61.8%’는 Top3 기준 집계값으로, 보기 항목은 아니지만 문항 요약상 참고용으로 포함함.",,2.2,5.7,,,,,99.9,
medium,flag_jump; flag_sum_violation,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf p.134,그린카드_전반만족도,그린카드 전반 만족도,구매 경험,2017,매우 만족,매우 만족,25.4,%,74,False,그린카드에 대해 전반적으로 얼마나 만족하는지,,그린카드에 대해 전반적으로 얼마나 만족하는지,,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf,134,134,high,,,4.6,20.8,True,,,,200.0,True
medium,flag_jump; flag_sum_violation,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf p.134,그린카드_전반만족도,그린카드 전반 만족도,구매 경험,2017,다소 만족,다소 만족,58.7,%,74,False,그린카드에 대해 전반적으로 얼마나 만족하는지,,그린카드에 대해 전반적으로 얼마나 만족하는지,,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf,134,134,high,,,90.9,-32.2,True,,,,200.0,True
medium,flag_sum_violation,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf p.134,그린카드_전반만족도,그린카드 전반 만족도,구매 경험,2017,다소 불만족,다소 불만족,14.6,%,74,False,그린카드에 대해 전반적으로 얼마나 만족하는지,,그린카드에 대해 전반적으로 얼마나 만족하는지,,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf,134,134,high,,,4.5,10.1,,,,,200.0,True
medium,flag_sum_violation,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf p.134,그린카드_전반만족도,그린카드 전반 만족도,구매 경험,2017,매우 불만족,매우 불만족,1.3,%,74,False,그린카드에 대해 전반적으로 얼마나 만족하는지,,그린카드에 대해 전반적으로 얼마나 만족하는지,,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf,134,134,high,,,0.0,1.3,,,,,200.0,True
medium,flag_sum_violation,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf p.134,그린카드_전반만족도,그린카드 전반 만족도,구매 경험,2017,만족,만족,84.1,%,74,False,그린카드에 대해 전반적으로 얼마나 만족하는지,,그린카드에 대해 전반적으로 얼마나 만족하는지,,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf,134,134,high,,,95.5,-11.4,,,,,200.0,True
medium,flag_sum_violation,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf p.134,그린카드_전반만족도,그린카드 전반 만족도,구매 경험,2017,불만족,불만족,15.9,%,74,False,그린카드에 대해 전반적으로 얼마나 만족하는지,,그린카드에 대해 전반적으로 얼마나 만족하는지,,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf,134,134,high,,,4.5,11.4,,,,,200.0,True
medium,flag_sum_violation,2017년 친환경제품 및 정책 국민인지도 조사 보고서.pdf p.155,대한민국친환경대전_인지도,대한민국 친환경대전 인지도,환경 인식,2017,잘 암/방문 경험 있음,잘 암/방문 경험 있음,4.0,%,1000,False,귀하께서는 ‘대한민국 친환경 대전’에 대해서 알고 계신가요?,,귀하께서는 ‘대한민국 친환경 대전’에 대해서 알고 계신가요?,,2017년 친환경제품 및 정책 국민인지도 조사 보고서.pdf,155,155,high,,,,,,,,,123.8,True
medium,flag_sum_violation,2017년 친환경제품 및 정책 국민인지도 조사 보고서.pdf p.155,대한민국친환경대전_인지도,대한민국 친환경대전 인지도,환경 인식,2017,어느 정도 암/방문 경험 없음,어느 정도 암/방문 경험 없음,19.9,%,1000,False,귀하께서는 ‘대한민국 친환경 대전’에 대해서 알고 계신가요?,,귀하께서는 ‘대한민국 친환경 대전’에 대해서 알고 계신가요?,,2017년 친환경제품 및 정책 국민인지도 조사 보고서.pdf,155,155,high,,,,,,,,,123.8,True
medium,flag_sum_violation,2017년 친환경제품 및 정책 국민인지도 조사 보고서.pdf p.155,대한민국친환경대전_인지도,대한민국 친환경대전 인지도,환경 인식,2017,들어 본 적만 있음,들어 본 적만 있음,26.6,%,1000,False,귀하께서는 ‘대한민국 친환경 대전’에 대해서 알고 계신가요?,,귀하께서는 ‘대한민국 친환경 대전’에 대해서 알고 계신가요?,,2017년 친환경제품 및 정책 국민인지도 조사 보고서.pdf,155,155,high,,,,,,,,,123.8,True
medium,flag_sum_violation,2017년 친환경제품 및 정책 국민인지도 조사 보고서.pdf p.155,대한민국친환경대전_인지도,대한민국 친환경대전 인지도,환경 인식,2017,처음 들음/전혀 모름,처음 들음/전혀 모름,49.4,%,1000,False,귀하께서는 ‘대한민국 친환경 대전’에 대해서 알고 계신가요?,,귀하께서는 ‘대한민국 친환경 대전’에 대해서 알고 계신가요?,,2017년 친환경제품 및 정책 국민인지도 조사 보고서.pdf,155,155,high,,,,,,,,,123.8,True
medium,warning; flag_sum_violation,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf p.147,대한민국친환경대전_인지도,대한민국 친환경대전 인지도,환경 인식,2017,잘 알며/방문 경험 있음,잘 알며/방문 경험 있음,4.0,%,1000,False,"대한민국 친환경 대전 인지도(전체 기준, 단수응답)",,"대한민국 친환경 대전 인지도(전체 기준, 단수응답)",,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf,147,147,high,"표의 Top3/Top2 기준은 집계값이지만, 이미지에 명확히 표시되어 있어 포함함.",,,,,,,,123.8,True
medium,warning; flag_sum_violation,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf p.147,대한민국친환경대전_인지도,대한민국 친환경대전 인지도,환경 인식,2017,어느 정도 알며/방문 경험 없음,어느 정도 알며/방문 경험 없음,19.9,%,1000,False,"대한민국 친환경 대전 인지도(전체 기준, 단수응답)",,"대한민국 친환경 대전 인지도(전체 기준, 단수응답)",,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf,147,147,high,"표의 Top3/Top2 기준은 집계값이지만, 이미지에 명확히 표시되어 있어 포함함.",,,,,,,,123.8,True
medium,flag_jump,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf p.109,친환경생활_실천행동,친환경 생활 실천 행동,환경 인식,2017,"가정 내 물, 전기 사용 줄이기","가정 내 물, 전기 사용 줄이기",49.2,%,1000,True,저탄소 친환경생활을 위해 평소 실천하는 행동,,저탄소 친환경생활을 위해 평소 실천하는 행동,,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf,109,109,high,,,29.2,20.0,True,,,,,
medium,flag_sum_violation,2017년 친환경제품 및 정책 국민인지도 조사 보고서.pdf p.43,친환경제품_관심도,친환경제품 관심도,환경 인식,2017,매우 관심 있다,매우 관심 있다,17.6,%,1000,False,친환경제품에 대해 얼마나 관심을 갖고 계신지에 대한 문항의 전체 기준 응답 분포,,친환경제품에 대해 얼마나 관심을 갖고 계신지에 대한 문항의 전체 기준 응답 분포,,2017년 친환경제품 및 정책 국민인지도 조사 보고서.pdf,43,43,high,,,8.3,9.3,,,,,200.0,True
medium,flag_sum_violation,2017년 친환경제품 및 정책 국민인지도 조사 보고서.pdf p.43,친환경제품_관심도,친환경제품 관심도,환경 인식,2017,다소 관심 있다,다소 관심 있다,64.0,%,1000,False,친환경제품에 대해 얼마나 관심을 갖고 계신지에 대한 문항의 전체 기준 응답 분포,,친환경제품에 대해 얼마나 관심을 갖고 계신지에 대한 문항의 전체 기준 응답 분포,,2017년 친환경제품 및 정책 국민인지도 조사 보고서.pdf,43,43,high,,,,,,,,,200.0,True
medium,flag_sum_violation,2017년 친환경제품 및 정책 국민인지도 조사 보고서.pdf p.43,친환경제품_관심도,친환경제품 관심도,환경 인식,2017,별로 관심 없다,별로 관심 없다,17.7,%,1000,False,친환경제품에 대해 얼마나 관심을 갖고 계신지에 대한 문항의 전체 기준 응답 분포,,친환경제품에 대해 얼마나 관심을 갖고 계신지에 대한 문항의 전체 기준 응답 분포,,2017년 친환경제품 및 정책 국민인지도 조사 보고서.pdf,43,43,high,,,19.7,-2.0,,,,,200.0,True
medium,flag_sum_violation,2017년 친환경제품 및 정책 국민인지도 조사 보고서.pdf p.43,친환경제품_관심도,친환경제품 관심도,환경 인식,2017,전혀 관심 없다,전혀 관심 없다,0.7,%,1000,False,친환경제품에 대해 얼마나 관심을 갖고 계신지에 대한 문항의 전체 기준 응답 분포,,친환경제품에 대해 얼마나 관심을 갖고 계신지에 대한 문항의 전체 기준 응답 분포,,2017년 친환경제품 및 정책 국민인지도 조사 보고서.pdf,43,43,high,,,2.2,-1.5,,,,,200.0,True
medium,flag_sum_violation,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf p.45,친환경제품_관심도,친환경제품 관심도,환경 인식,2017,관심,관심,81.6,%,1000,False,친환경제품에 대해 얼마나 관심을 갖고 있는지에 대한 전체 응답 분포,,친환경제품에 대해 얼마나 관심을 갖고 있는지에 대한 전체 응답 분포,,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf,45,45,high,,,,,,,,,200.0,True
medium,flag_sum_violation,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf p.45,친환경제품_관심도,친환경제품 관심도,환경 인식,2017,무관심,무관심,18.4,%,1000,False,친환경제품에 대해 얼마나 관심을 갖고 있는지에 대한 전체 응답 분포,,친환경제품에 대해 얼마나 관심을 갖고 있는지에 대한 전체 응답 분포,,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf,45,45,high,,,,,,,,,200.0,True
medium,warning; flag_sum_violation,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf p.130,친환경제품_관심증가,친환경제품 관심 증가,환경 인식,2017,매우 그렇다,매우 그렇다,24.6,%,74,False,예전보다 친환경제품에 대한 관심이 늘었다,,예전보다 친환경제품에 대한 관심이 늘었다,,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf,130,130,high,표에 '그렇다/비슷하다/그렇지 않다' 집계행이 함께 있어 응답 품목으로 포함했습니다. 동일 라벨 '비슷하다'가 원자료에 중복 표기되어 보입니다.,,,,,,,,178.9,True
medium,warning; flag_sum_violation,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf p.130,친환경제품_관심증가,친환경제품 관심 증가,환경 인식,2017,다소 그렇다,다소 그렇다,45.0,%,74,False,예전보다 친환경제품에 대한 관심이 늘었다,,예전보다 친환경제품에 대한 관심이 늘었다,,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf,130,130,high,표에 '그렇다/비슷하다/그렇지 않다' 집계행이 함께 있어 응답 품목으로 포함했습니다. 동일 라벨 '비슷하다'가 원자료에 중복 표기되어 보입니다.,,,,,,,,178.9,True
medium,warning; flag_sum_violation,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf p.130,친환경제품_관심증가,친환경제품 관심 증가,환경 인식,2017,비슷하다,비슷하다,21.1,%,74,False,예전보다 친환경제품에 대한 관심이 늘었다,,예전보다 친환경제품에 대한 관심이 늘었다,,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf,130,130,high,표에 '그렇다/비슷하다/그렇지 않다' 집계행이 함께 있어 응답 품목으로 포함했습니다. 동일 라벨 '비슷하다'가 원자료에 중복 표기되어 보입니다.,,,,,,,,178.9,True
medium,warning; flag_sum_violation,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf p.130,친환경제품_관심증가,친환경제품 관심 증가,환경 인식,2017,별로 그렇지 않다,별로 그렇지 않다,8.0,%,74,False,예전보다 친환경제품에 대한 관심이 늘었다,,예전보다 친환경제품에 대한 관심이 늘었다,,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf,130,130,high,표에 '그렇다/비슷하다/그렇지 않다' 집계행이 함께 있어 응답 품목으로 포함했습니다. 동일 라벨 '비슷하다'가 원자료에 중복 표기되어 보입니다.,,,,,,,,178.9,True
medium,warning; flag_sum_violation,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf p.130,친환경제품_관심증가,친환경제품 관심 증가,환경 인식,2017,전혀 그렇지 않다,전혀 그렇지 않다,1.3,%,74,False,예전보다 친환경제품에 대한 관심이 늘었다,,예전보다 친환경제품에 대한 관심이 늘었다,,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf,130,130,high,표에 '그렇다/비슷하다/그렇지 않다' 집계행이 함께 있어 응답 품목으로 포함했습니다. 동일 라벨 '비슷하다'가 원자료에 중복 표기되어 보입니다.,,,,,,,,178.9,True
medium,warning; flag_sum_violation,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf p.130,친환경제품_관심증가,친환경제품 관심 증가,환경 인식,2017,그렇다,그렇다,69.6,%,74,False,예전보다 친환경제품에 대한 관심이 늘었다,,예전보다 친환경제품에 대한 관심이 늘었다,,2017년 탄소발자국 및 그린카드 국민 인지도 조사 보고서.pdf,130,130,high,표에 '그렇다/비슷하다/그렇지 않다' 집계행이 함께 있어 응답 품목으로 포함했습니다. 동일 라벨 '비슷하다'가 원자료에 중복 표기되어 보입니다.,,,,,,,,178.9,True
